Name,Description,Unit,DataType,Attributes
scylla_reactor_io_threaded_fallbacks,"Total number of io-threaded-fallbacks operations",,Sum
scylla_reactor_logging_failures,"Total number of logging failures",,Sum
scylla_reactor_polls,"Number of times pollers were executed",,Sum
scylla_reactor_tasks_pending,"Number of pending tasks in the queue",,Gauge
scylla_reactor_tasks_processed,"Total tasks processed",,Sum
scylla_reactor_timers_pending,"Number of tasks in the timer-pending queue",,Gauge
scylla_reactor_utilization,"CPU utilization",,Gauge
scylla_scheduler_queue_length,"Size of backlog on this queue, in tasks; indicates whether the queue is busy and/or contended",,Gauge
scylla_scheduler_runtime_ms,"Accumulated runtime of this task queue; an increment rate of 1000ms per second indicates full utilization",,Sum
scylla_scheduler_shares,"Shares allocated to this queue",,Gauge
scylla_scheduler_starvetime_ms,"Accumulated starvation time of this task queue; an increment rate of 1000ms per second indicates the scheduler feels really bad",,Sum
scylla_scheduler_tasks_processed,"Count of tasks executing on this queue; indicates together with runtime_ms indicates length of tasks",,Sum
scylla_scheduler_time_spent_on_task_quota_violations_ms,"Total amount in milliseconds we were in violation of the task quota",,Sum
scylla_scheduler_waittime_ms,"Accumulated waittime of this task queue; an increment rate of 1000ms per second indicates queue is waiting for something (e.g. IO)",,Sum
scylla_schema_commitlog_active_allocations,"Current number of active allocations.",,Gauge
scylla_schema_commitlog_alloc,"Counts number of times a new mutation has been added to a segment. Divide bytes_written by this value to get the average number of bytes per mutation written to the disk.",,Sum
scylla_schema_commitlog_allocating_segments,"Holds the number of not closed segments that still have some free space. This value should not get too high.",,Gauge
scylla_schema_commitlog_blocked_on_new_segment,"Number of allocations blocked on acquiring new segment.",,Gauge
scylla_schema_commitlog_bytes_flush_requested,"Counts number of bytes requested to be flushed (persisted).",,Sum
scylla_schema_commitlog_bytes_released,"Counts number of bytes released from disk. (Deleted/recycled)",,Sum
scylla_schema_commitlog_bytes_written,"Counts number of bytes written to the disk. Divide this value by "alloc" to get the average number of bytes per mutation written to the disk.",,Sum
scylla_schema_commitlog_cycle,"Counts number of commitlog write cycles - when the data is written from the internal memory buffer to the disk.",,Sum
scylla_schema_commitlog_disk_active_bytes,"Holds size of disk space in bytes used for data so far. A too high value indicates that we have some bottleneck in the writing to sstables path.",,Gauge
scylla_schema_commitlog_disk_slack_end_bytes,"Holds size of disk space in bytes unused because of segment switching (end slack). A too high value indicates that we do not write enough data to each segment.",,Gauge
scylla_schema_commitlog_disk_total_bytes,"Holds size of disk space in bytes reserved for data so far. A too high value indicates that we have some bottleneck in the writing to sstables path.",,Gauge
scylla_schema_commitlog_flush,"Counts number of times the flush() method was called for a file.",,Sum
scylla_schema_commitlog_flush_limit_exceeded,"Counts number of times a flush limit was exceeded. A non-zero value indicates that there are too many pending flush operations (see pending_flushes) and some of them will be blocked till the total amount of pending flush operations drops below 5.",,Sum
scylla_schema_commitlog_memory_buffer_bytes,"Holds the total number of bytes in internal memory buffers.",,Gauge
scylla_schema_commitlog_pending_allocations,"Holds number of currently pending allocations. A non-zero value indicates that we have a bottleneck in the disk write flow.",,Gauge
scylla_schema_commitlog_pending_flushes,"Holds number of currently pending flushes. See the related flush_limit_exceeded metric.",,Gauge
scylla_schema_commitlog_requests_blocked_memory,"Counts number of requests blocked due to memory pressure. A non-zero value indicates that the commitlog memory quota is not enough to serve the required amount of requests.",,Sum
scylla_schema_commitlog_segments,"Holds the current number of segments.",,Gauge
scylla_schema_commitlog_slack,"Counts number of unused bytes written to the disk due to disk segment alignment.",,Sum
scylla_schema_commitlog_unused_segments,"Holds the current number of unused segments. A non-zero value indicates that the disk write path became temporary slow.",,Gauge
scylla_scylladb_current_version,"Current ScyllaDB version.",,Gauge
scylla_sstables_bloom_filter_memory_size,"Bloom filter memory usage in bytes.",,Gauge
scylla_sstables_capped_local_deletion_time,"Was local deletion time capped at maximum allowed value in Statistics",,Sum
scylla_sstables_capped_tombstone_deletion_time,"Was partition tombstone deletion time capped at maximum allowed value",,Sum
scylla_sstables_cell_tombstone_writes,"Number of cell tombstones written",,Sum
scylla_sstables_cell_writes,"Number of cells written",,Sum
scylla_sstables_currently_open_for_reading,"Number of sstables currently open for reading",,Gauge
scylla_sstables_currently_open_for_writing,"Number of sstables currently open for writing",,Gauge
scylla_sstables_index_page_blocks,"Index page requests which needed to wait due to page not being loaded yet",,Sum
scylla_sstables_index_page_cache_bytes,"Total number of bytes cached in the index page cache",,Gauge
scylla_sstables_index_page_cache_bytes_in_std,"Total number of bytes in temporary buffers which live in the std allocator",,Gauge
scylla_sstables_index_page_cache_evictions,"Total number of index page cache pages which have been evicted",,Sum
scylla_sstables_index_page_cache_hits,"Index page cache requests which were served from cache",,Sum
scylla_sstables_index_page_cache_misses,"Index page cache requests which had to perform I/O",,Sum
scylla_sstables_index_page_cache_populations,"Total number of index page cache pages which were inserted into the cache",,Sum
scylla_sstables_index_page_evictions,"Index pages which got evicted from memory",,Sum
scylla_sstables_index_page_hits,"Index page requests which could be satisfied without waiting",,Sum
scylla_sstables_index_page_misses,"Index page requests which initiated a read from disk",,Sum
scylla_sstables_index_page_populations,"Index pages which got populated into memory",,Sum
scylla_sstables_index_page_used_bytes,"Amount of bytes used by index pages in memory",,Gauge
scylla_sstables_partition_reads,"Number of partitions read",,Sum
scylla_sstables_partition_seeks,"Number of partitions seeked",,Sum
scylla_sstables_partition_writes,"Number of partitions written",,Sum
scylla_sstables_pi_auto_scale_events,"Number of promoted index auto-scaling events",,Sum
scylla_sstables_pi_cache_block_count,"Number of promoted index blocks currently cached",,Gauge
scylla_sstables_pi_cache_bytes,"Number of bytes currently used by cached promoted index blocks",,Gauge
scylla_sstables_pi_cache_evictions,"Number of promoted index blocks which got evicted",,Sum
scylla_sstables_pi_cache_hits_l0,"Number of requests for promoted index block in state l0 which didn't have to go to the page cache",,Sum
scylla_sstables_pi_cache_hits_l1,"Number of requests for promoted index block in state l1 which didn't have to go to the page cache",,Sum
scylla_sstables_pi_cache_hits_l2,"Number of requests for promoted index block in state l2 which didn't have to go to the page cache",,Sum
scylla_sstables_pi_cache_misses_l0,"Number of requests for promoted index block in state l0 which had to go to the page cache",,Sum
scylla_sstables_pi_cache_misses_l1,"Number of requests for promoted index block in state l1 which had to go to the page cache",,Sum
scylla_sstables_pi_cache_misses_l2,"Number of requests for promoted index block in state l2 which had to go to the page cache",,Sum
scylla_sstables_pi_cache_populations,"Number of promoted index blocks which got inserted",,Sum
scylla_sstables_range_partition_reads,"Number of partition range flat mutation reads",,Sum
scylla_sstables_range_tombstone_reads,"Number of range tombstones read",,Sum
scylla_sstables_range_tombstone_writes,"Number of range tombstones written",,Sum
scylla_sstables_row_reads,"Number of rows read",,Sum
scylla_sstables_row_tombstone_reads,"Number of row tombstones read",,Sum
scylla_sstables_row_writes,"Number of clustering rows written",,Sum
scylla_sstables_single_partition_reads,"Number of single partition flat mutation reads",,Sum
scylla_sstables_static_row_writes,"Number of static rows written",,Sum
scylla_sstables_tombstone_writes,"Number of tombstones written",,Sum
scylla_sstables_total_deleted,"Counter of deleted sstables",,Sum
scylla_sstables_total_open_for_reading,"Counter of sstables open for reading",,Sum
scylla_sstables_total_open_for_writing,"Counter of sstables open for writing",,Sum
scylla_stall_detector_reported,"Total number of reported stalls, look in the traces for the exact reason",,Sum
scylla_storage_proxy_coordinator_background_reads,"number of currently pending background read requests",,Gauge
scylla_storage_proxy_coordinator_background_replica_writes_failed_local_node,"number of replica writes that timed out or failed after CL was reachedon a local Node",,Sum
scylla_storage_proxy_coordinator_background_writes,"number of currently pending background write requests",,Gauge
scylla_storage_proxy_coordinator_cas_background,"how many paxos operations are still running after a result was alredy returned",,Gauge
scylla_storage_proxy_coordinator_cas_foreground,"how many paxos operations that did not yet produce a result are running",,Gauge
scylla_storage_proxy_coordinator_cas_prune,"how many times paxos prune was done after successful cas operation",,Sum
scylla_storage_proxy_coordinator_completed_reads_local_node,"number of data read requests that completedon a local Node",,Sum
scylla_storage_proxy_coordinator_current_throttled_base_writes,"number of currently throttled base replica write requests",,Gauge
scylla_storage_proxy_coordinator_current_throttled_writes,"number of currently throttled write requests",,Gauge
scylla_storage_proxy_coordinator_foreground_reads,"number of currently pending foreground read requests",,Gauge
scylla_storage_proxy_coordinator_foreground_writes,"number of currently pending foreground write requests",,Gauge
scylla_storage_proxy_coordinator_last_mv_flow_control_delay,"delay (in seconds) added for MV flow control in the last request",,Gauge
scylla_storage_proxy_coordinator_read_errors_local_node,"number of data read requests that failedon a local Node",,Sum
scylla_storage_proxy_coordinator_read_latency,"The general read latency histogram",,Histogram
scylla_storage_proxy_coordinator_read_latency_summary,"Read latency summary",,Summary
scylla_storage_proxy_coordinator_read_repair_write_attempts_local_node,"number of write operations in a read repair contexton a local Node",,Sum
scylla_storage_proxy_coordinator_reads_local_node,"number of data read requestson a local Node",,Sum
scylla_storage_proxy_coordinator_total_write_attempts_local_node,"total number of write requestson a local Node",,Sum
scylla_storage_proxy_coordinator_write_errors_local_node,"number of write requests that failedon a local Node",,Sum
scylla_storage_proxy_coordinator_write_latency,"The general write latency histogram",,Histogram
scylla_storage_proxy_coordinator_write_latency_summary,"Write latency summary",,Summary
scylla_storage_proxy_replica_cross_shard_ops,"number of operations that crossed a shard boundary",,Sum
scylla_streaming_finished_percentage,"Finished percentage of node operation on this shard",,Gauge
scylla_streaming_total_incoming_bytes,"Total number of bytes received on this shard.",,Sum
scylla_streaming_total_outgoing_bytes,"Total number of bytes sent on this shard.",,Sum
scylla_tracing_active_sessions,"Holds a number of a currently active tracing sessions.",,Gauge
scylla_tracing_cached_records,"Holds a number of tracing records cached in the tracing sessions that are not going to be written in the next write event. If sum of this metric, pending_for_write_records and flushing_records is close to 11000 we are likely to start dropping tracing records.",,Gauge
scylla_tracing_dropped_records,"Counts a number of dropped records due to too many pending records. High value indicates that backend is saturated with the rate with which new tracing records are created.",,Sum
scylla_tracing_dropped_sessions,"Counts a number of dropped sessions due to too many pending sessions/records. High value indicates that backend is saturated with the rate with which new tracing records are created.",,Sum
scylla_tracing_flushing_records,"Holds a number of tracing records that currently being written to the I/O backend. If sum of this metric, cached_records and pending_for_write_records is close to 11000 we are likely to start dropping tracing records.",,Gauge
scylla_tracing_keyspace_helper_bad_column_family_errors,"Counts a number of times write failed due to one of the tables in the system_traces keyspace has an incompatible schema. One error may result one or more tracing records to be lost. Non-zero value indicates that the administrator has to take immediate steps to fix the corresponding schema. The appropriate error message will be printed in the syslog.",,Sum
scylla_tracing_keyspace_helper_tracing_errors,"Counts a number of errors during writing to a system_traces keyspace. One error may cause one or more tracing records to be lost.",,Sum
scylla_tracing_pending_for_write_records,"Holds a number of tracing records that are going to be written in the next write event. If sum of this metric, cached_records and flushing_records is close to 11000 we are likely to start dropping tracing records.",,Gauge
scylla_tracing_trace_errors,"Counts a number of trace records dropped due to an error (e.g. OOM).",,Sum
scylla_tracing_trace_records_count,"This metric is a rate of tracing records generation.",,Sum
scylla_transport_auth_responses,"Counts the total number of received CQL AUTH messages.",,Sum
scylla_transport_batch_requests,"Counts the total number of received CQL BATCH messages.",,Sum
scylla_transport_cql_connections,"Counts a number of client connections.",,Sum
scylla_transport_cql_errors_total,"Counts the total number of returned CQL errors.",,Sum
scylla_transport_current_connections,"Holds a current number of client connections.",,Gauge
scylla_transport_execute_requests,"Counts the total number of received CQL EXECUTE messages.",,Sum
scylla_transport_options_requests,"Counts the total number of received CQL OPTIONS messages.",,Sum
scylla_transport_prepare_requests,"Counts the total number of received CQL PREPARE messages.",,Sum
scylla_transport_query_requests,"Counts the total number of received CQL QUERY messages.",,Sum
scylla_transport_register_requests,"Counts the total number of received CQL REGISTER messages.",,Sum
scylla_transport_requests_blocked_memory,"Holds an incrementing counter with the requests that ever blocked due to reaching the memory quota limit (378116505B). The first derivative of this value shows how often we block due to memory exhaustion in the "CQL transport" component.",,Sum
scylla_transport_requests_blocked_memory_current,"Holds the number of requests that are currently blocked due to reaching the memory quota limit (378116505B). Non-zero value indicates that our bottleneck is memory and more specifically - the memory quota allocated for the "CQL transport" component.",,Gauge
scylla_transport_requests_memory_available,"Holds the amount of available memory for admitting new requests (max is 378116505B).Zero value indicates that our bottleneck is memory and more specifically - the memory quota allocated for the "CQL transport" component.",,Gauge
scylla_transport_requests_served,"Counts a number of served requests.",,Sum
scylla_transport_requests_serving,"Holds a number of requests that are being processed right now.",,Gauge
scylla_transport_requests_shed,"Holds an incrementing counter with the requests that were shed due to overload (threshold configured via max_concurrent_requests_per_shard). The first derivative of this value shows how often we shed requests due to overload in the "CQL transport" component.",,Sum
scylla_transport_startups,"Counts the total number of received CQL STARTUP messages.",,Sum
scylla_view_builder_builds_in_progress,"Number of currently active view builds.",,Gauge
scylla_view_builder_pending_bookkeeping_ops,"Number of tasks waiting to perform bookkeeping operations",,Gauge
scylla_view_builder_steps_failed,"Number of failed build steps.",,Sum
scylla_view_builder_steps_performed,"Number of performed build steps.",,Sum
scylla_view_update_generator_pending_registrations,"Number of tasks waiting to register staging sstables",,Gauge
scylla_view_update_generator_queued_batches_count,"Number of sets of sstables queued for view update generation",,Gauge
scylla_view_update_generator_sstables_pending_work,"Number of bytes remaining to be processed from SSTables for view updates",,Gauge
scylla_view_update_generator_sstables_to_move_count,"Number of sets of sstables which are already processed and wait to be moved from their staging directory",,Gauge
up,"The scraping was successful",,Gauge
